filename,dice_count,1_count,2_count,3_count,4_count,5_count,6_count,dot_sum
./dices/100_dices/1.jpg,7,0,1,0,1,1,4,35
./dices/100_dices/2.jpg,7,1,0,2,0,2,2,29
./dices/100_dices/3.jpg,7,0,0,0,3,4,0,32
./dices/100_dices/4.jpg,7,1,1,3,1,1,0,21
./dices/100_dices/5.jpg,7,4,0,0,1,1,1,19
./dices/100_dices/6.jpg,7,2,1,0,3,1,0,21
./dices/100_dices/7.jpg,7,2,0,2,1,0,2,24
./dices/100_dices/8.jpg,7,0,0,3,2,0,2,29
./dices/100_dices/9.jpg,7,0,1,2,1,2,1,28
./dices/100_dices/10.jpg,7,0,2,0,2,1,2,29
./dices/100_dices/11.jpg,7,1,0,3,1,0,1,20
./dices/100_dices/12.jpg,7,1,0,3,2,1,0,23
./dices/100_dices/13.jpg,7,0,2,2,1,1,1,25
./dices/100_dices/14.jpg,5,1,0,1,1,2,0,18
./dices/100_dices/15.jpg,5,1,1,0,2,1,0,16
./dices/100_dices/16.jpg,7,1,0,2,1,1,2,28
./dices/100_dices/17.jpg,5,1,1,0,1,2,0,17
./dices/100_dices/18.jpg,6,1,3,0,0,2,0,17
./dices/100_dices/19.jpg,7,0,3,1,2,0,1,23
./dices/100_dices/20.jpg,7,3,1,2,0,1,0,16
./dices/100_dices/21.jpg,7,0,1,3,2,0,1,25
./dices/100_dices/22.jpg,7,0,1,3,1,0,2,27
./dices/100_dices/23.jpg,5,1,0,0,2,0,2,21
./dices/100_dices/24.jpg,7,2,1,1,2,1,0,20
./dices/100_dices/25.jpg,7,2,1,1,1,0,2,23
./dices/100_dices/26.jpg,7,1,2,1,1,1,1,23
./dices/100_dices/27.jpg,7,0,1,0,3,0,3,32
./dices/100_dices/28.jpg,7,0,1,2,2,0,2,28
./dices/100_dices/29.jpg,7,1,0,1,3,2,0,26
./dices/100_dices/30.jpg,6,1,1,2,1,1,0,18
./dices/100_dices/31.jpg,7,3,0,3,0,0,1,18
./dices/100_dices/32.jpg,7,0,0,2,0,2,3,34
./dices/100_dices/33.jpg,7,3,1,0,2,0,1,19
./dices/100_dices/34.jpg,7,1,3,1,1,1,0,19
./dices/100_dices/35.jpg,7,1,2,2,0,1,1,22
./dices/100_dices/36.jpg,7,0,0,3,2,1,1,28
./dices/100_dices/37.jpg,7,1,1,0,1,4,0,27
./dices/100_dices/38.jpg,7,1,3,1,0,1,1,21
./dices/100_dices/39.jpg,7,2,0,3,0,2,0,21
./dices/100_dices/40.jpg,7,1,2,3,1,0,0,18
./dices/100_dices/41.jpg,7,1,1,2,0,2,1,25
./dices/100_dices/42.jpg,7,3,0,0,0,2,2,25
./dices/100_dices/43.jpg,7,1,1,2,2,1,0,22
./dices/100_dices/44.jpg,6,2,1,0,1,2,0,18
./dices/100_dices/45.jpg,7,1,3,0,1,2,0,21
./dices/100_dices/46.jpg,7,1,2,1,0,3,0,23
./dices/100_dices/47.jpg,7,0,3,2,2,0,0,20
./dices/100_dices/48.jpg,5,1,2,1,0,0,1,14
./dices/100_dices/49.jpg,7,1,2,0,3,0,1,23
./dices/100_dices/50.jpg,7,1,4,0,2,0,0,17
./dices/100_dices/51.jpg,7,0,0,3,3,1,0,26
./dices/100_dices/52.jpg,7,2,0,3,0,1,1,22
./dices/100_dices/53.jpg,5,2,0,2,1,0,0,12
./dices/100_dices/54.jpg,7,1,1,1,2,1,1,25
./dices/100_dices/55.jpg,7,0,2,1,2,1,1,26
./dices/100_dices/56.jpg,7,1,1,1,2,0,2,26
./dices/100_dices/57.jpg,7,1,3,1,1,1,0,19
./dices/100_dices/58.jpg,7,1,1,1,2,1,1,25
./dices/100_dices/59.jpg,7,0,2,2,0,1,2,27
./dices/100_dices/60.jpg,6,1,0,0,1,1,3,28
./dices/100_dices/61.jpg,7,0,1,0,0,5,1,33
./dices/100_dices/62.jpg,7,1,1,1,1,1,2,27
./dices/100_dices/63.jpg,7,1,0,0,1,2,3,33
./dices/100_dices/64.jpg,7,2,0,0,3,2,0,24
./dices/100_dices/65.jpg,7,3,2,0,0,1,1,18
./dices/100_dices/66.jpg,5,2,0,2,0,0,1,14
./dices/100_dices/67.jpg,7,0,2,1,2,2,0,25
./dices/100_dices/68.jpg,6,1,0,2,2,0,1,21
./dices/100_dices/69.jpg,7,2,1,0,0,2,2,26
./dices/100_dices/70.jpg,6,2,0,1,2,0,1,19
./dices/100_dices/71.jpg,6,0,1,2,1,0,2,24
./dices/100_dices/72.jpg,6,0,4,1,0,1,0,16
./dices/100_dices/73.jpg,6,1,0,2,1,1,1,22
./dices/100_dices/74.jpg,7,0,1,3,0,1,2,28
./dices/100_dices/75.jpg,7,2,0,2,0,1,2,25
./dices/100_dices/76.jpg,7,1,2,1,0,1,2,25
./dices/100_dices/77.jpg,7,2,1,1,1,1,1,22
./dices/100_dices/78.jpg,7,0,0,3,1,0,3,31
./dices/100_dices/79.jpg,7,1,1,1,1,1,2,27
./dices/100_dices/80.jpg,7,2,1,1,1,0,2,23
./dices/100_dices/81.jpg,7,1,0,0,3,2,1,29
./dices/100_dices/82.jpg,7,1,1,0,1,2,2,29
./dices/100_dices/83.jpg,7,0,0,3,2,1,1,28
./dices/100_dices/84.jpg,7,0,2,1,1,1,2,28
./dices/100_dices/85.jpg,7,0,1,2,2,0,2,28
./dices/100_dices/86.jpg,7,1,1,1,0,3,1,27
./dices/100_dices/87.jpg,7,0,1,2,2,0,2,28
./dices/100_dices/88.jpg,7,1,1,2,1,1,1,24
./dices/100_dices/89.jpg,7,3,0,1,1,2,0,20
./dices/100_dices/90.jpg,5,0,1,0,1,1,2,23
./dices/100_dices/91.jpg,7,0,0,0,2,2,3,36
./dices/100_dices/92.jpg,7,1,2,1,0,2,1,24
./dices/100_dices/93.jpg,7,2,1,0,2,1,1,23
./dices/100_dices/94.jpg,5,1,0,1,2,1,0,17
./dices/100_dices/95.jpg,6,1,2,1,0,0,2,20
./dices/100_dices/96.jpg,7,0,0,3,1,1,2,30
./dices/100_dices/97.jpg,7,1,3,1,0,2,0,20
./dices/100_dices/98.jpg,7,1,2,0,2,1,1,24
./dices/100_dices/99.jpg,7,1,2,1,1,1,1,23
./dices/100_dices/100.jpg,5,0,1,1,1,1,1,20